Country,Preservation Requests,Preservation Accounts Preserved,Total Requests,Number of Requests Where Some Data Produced,Total Requests Accounts,Total Requests Percentage,Legal Process Request Total,Legal Number of Requests Where Some Data Produced,Legal Process Request Total Accounts,Legal Process Request Total Percentage,Emergency Request Total,ER Number of Requests Where Some Data Produced,Emergency Request Total Accounts,Emergency Request Total Percentage,Search Warrant,Search Warrant Accounts,Search Warrant Percentage,Subpoena,Subpoena Accounts,Subpoena Percentage,Court Order (Other),Court Order (Other) Accounts,Court Order (Other) Percentage,MLAT Search Warrant,MLAT Search Warrant Accounts,MLAT Search Warrant Percentage,MLAT Order,MLAT Order Accounts,MLAT Order Percentage,Court Order (18 USC 2703(d)),Court Order (18 USC 2703(d)) Accounts,Court Order (18 USC 2703(d)) Percentage,Pen Register/Trap and Trace,Pen Register/Trap and Trace Accounts,Pen Register/Trap and Trace Percentage,Title III,Title III Accounts,Title III Percentage,FISA Content Requests,FISA Content Requests Accounts,FISA Content Requests Percentage,FISA Non-Content Requests,FISA Non-Content Requests Accounts,FISA Non-Content Requests Percentage,NSLs,NSLs Accounts,NSLs Percentage
Brazil,"3,814","6,909","6,549","4,302","22,652",66%,"5,889","3,888","21,571",66%,660,414,"1,081",63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,11,23,24,16,35,67%,22,15,33,68%,2,1,2,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,1,1,1,1,1,100%,0,0,0,0%,1,1,1,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,1,1,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,"1,552","2,547","1,786","1,458","2,375",82%,549,456,828,83%,"1,237","1,002","1,547",81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,10,11,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,150,284,439,283,783,64%,412,265,718,64%,27,18,65,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christmas Island,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocos (Keeling) Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,521,840,343,193,839,56%,279,166,735,59%,64,27,104,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,142,194,27,14,37,52%,1,0,2,0%,26,14,35,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2,5,71,59,139,83%,68,57,136,84%,3,2,3,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,18,18,20,13,28,65%,12,6,17,50%,8,7,11,88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,48,90,107,90,170,84%,98,81,159,83%,9,9,11,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic Republic of the Congo,2,4,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,73,96,79,39,105,49%,73,36,94,49%,6,3,11,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,117,134,159,81,197,51%,107,59,135,55%,52,22,62,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,48,80,131,72,216,55%,77,37,134,48%,54,35,82,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,1,1,1,1,1,100%,0,0,0,0%,1,1,1,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,34,45,10,8,22,80%,9,7,21,78%,1,1,1,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,3,5,56,39,88,70%,44,29,74,66%,12,10,14,83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkland Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federated States of Micronesia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,5,10,6,2,17,33%,3,1,8,33%,3,1,9,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,52,70,81,72,104,89%,73,65,95,89%,8,7,9,88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,152,197,"7,001","5,790","7,829",83%,"5,206","4,205","5,952",81%,"1,795","1,585","1,877",88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Guiana,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Southern Territories,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,34,36,4,4,12,100%,4,4,12,100%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,245,329,"8,013","5,088","11,209",63%,"7,254","4,470","9,968",62%,759,618,"1,241",81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,2,7,2,0,2,0%,2,0,2,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,299,440,486,353,742,73%,396,272,637,69%,90,81,105,90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,93,206,146,100,265,68%,88,47,152,53%,58,53,113,91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guernsey,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,0,0,1,0,1,0%,0,0,0,0%,1,0,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,2,2,6,1,8,17%,1,0,1,0%,5,1,7,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heard Island and McDonald Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,0,0,2,0,2,0%,1,0,1,0%,1,0,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,48,52,241,110,257,46%,236,106,252,45%,5,4,5,80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,21,30,317,158,482,50%,311,157,466,50%,6,1,16,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,5,6,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,"2,534","6,490","26,698","15,206","39,664",57%,"24,944","14,345","35,756",58%,"1,754",861,"3,908",49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,9,10,30,2,58,7%,19,0,45,0%,11,2,13,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,0,0,4,2,11,50%,0,0,0,0%,4,2,11,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,0,0,3,0,4,0%,1,0,1,0%,2,0,3,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,212,289,68,50,123,74%,60,48,96,80%,8,2,27,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle Of Man,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,918,"1,115",675,536,933,79%,337,276,520,82%,338,260,413,77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,983,"1,620","2,466","1,599","4,583",65%,"2,368","1,534","4,457",65%,98,65,126,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivory Coast,2,2,1,0,1,0%,1,0,1,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,6,10,43,15,55,35%,0,0,0,0%,43,15,55,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jersey,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,5,5,283,158,393,56%,193,132,274,68%,90,26,119,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,5,6,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,5,5,6,1,14,17%,4,0,10,0%,2,1,4,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,12,15,16,9,27,56%,14,7,23,50%,2,2,4,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,2,3,7,2,7,29%,6,1,6,17%,1,1,1,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laos,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,7,9,21,15,34,71%,21,15,34,71%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,1,2,3,3,15,100%,1,1,13,100%,2,2,2,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,22,26,89,77,138,87%,89,77,138,87%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,17,21,6,4,6,67%,6,4,6,67%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau,0,0,11,5,13,45%,11,5,13,45%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,7,9,129,66,159,51%,129,66,159,51%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,0,0,4,1,16,25%,4,1,16,25%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,0,0,6,3,7,50%,6,3,7,50%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,27,48,32,18,46,56%,28,17,40,61%,4,1,6,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,4,4,22,14,23,64%,18,14,19,78%,4,0,4,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,3,8,168,84,192,50%,164,82,187,50%,4,2,5,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,1,2,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,446,"1,199","2,153","1,262","3,824",59%,"1,620",931,"2,901",57%,533,331,923,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,2,2,15,3,45,20%,15,3,45,20%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,1,1,3,0,3,0%,3,0,3,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,8,10,19,8,23,42%,18,7,22,39%,1,1,1,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,0,0,17,15,22,88%,17,15,22,88%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,1,1,106,80,118,75%,105,80,117,76%,1,0,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,3,301,194,390,64%,288,187,371,65%,13,7,19,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,32,46,793,632,"1,121",80%,693,553,982,80%,100,79,139,79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands Antilles,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,233,444,128,93,198,73%,91,61,141,67%,37,32,57,86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,1,1,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,1,3,12,2,28,17%,11,2,27,18%,1,0,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niue,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Korea,1,1,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,18,25,44,23,81,52%,31,13,67,42%,13,10,14,77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,520,643,"2,027","1,063","2,630",52%,"1,878",997,"2,458",53%,149,66,172,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palestine,1,1,4,0,8,0%,3,0,7,0%,1,0,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,22,25,11,3,14,27%,5,0,9,0%,6,3,5,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,10,11,24,8,35,33%,14,3,22,21%,10,5,13,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,354,475,74,49,137,66%,51,31,94,61%,23,18,43,78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,82,118,31,10,59,32%,9,0,25,0%,22,10,34,45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pitcairn,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,467,524,"4,688","2,935","5,297",63%,"4,339","2,654","4,920",61%,349,281,377,81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,84,135,776,289,"1,041",37%,774,288,"1,038",37%,2,1,3,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,0,0,1,0,1,0%,1,0,1,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republic of the Congo,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reunion,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
